ID,Inclusion_Exlusion,PFS_Paper,Final_judge_PFS,ORR_Paper,Final_judge_ORR,Blinding_Central,Trial_phase,Trial_number,Trial_name,Tumor_pre,Tumor,Funding,Industry_name,Trial_arm,Treatment_line,Treatment_line_re,Drug_name_intervention,Drug_classification_intervention,Drug_name_control,Drug_classification_control,Primary_outcome,Response_criteria,Randomized_patient_number_intervention,Randomized_patient_number_control,Follow_up_period_months_median,PFS_INV_HR,PFS_INV_95%CI_lower,PFS_INV_95%CI_upper,PFS_CNT_HR,PFS_CNT_95%CI_lower,PFS_CNT_95%CI_upper,ORR_N_INV_intervention,CR+PR_INV_intervention,ORR_N_INV_control,CR+PR_INV_control,ORR_N_CNT_intervention,CR+PR_CNT_intervention,ORR_N_CNT_control,CR+PR_CNT_control,Median_OS_intervention,Median_OS_control,OS_HR,OS_95%CI_lower,OS_95%CI_upper,title,journal,IF_2021,year,Authors,authors,url,pubmed_id,PFS_SE_INT,PFS_SE_CNT,RHR,lnRHR,lnRHR_SE_p_0,lnRHR_SE_p_0.25,lnRHR_SE_p_0.5,lnRHR_SE_p_0.75,lnRHR_SE_p_0.95,ORR_INT,ORR_INV_95%CI_lower,ORR_INV_95%CI_upper,ORR_CENT,ORR_CNT_95%CI_lower,ORR_CNT_95%CI_upper,ORR_SE_INT,ORR_SE_CNT,ROR,lnROR,lnROR_SE_p_0,lnROR_SE_p_0.25,lnROR_SE_p_0.5,lnROR_SE_p_0.75,lnROR_SE_p_0.95
529,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 2,JapicCTI-090921,No name,Breast cancer,Breast cancer,Industry,"Taiho Pharmaceutical Co.,Ltd.",2,1,1,nab-paclitaxel,Chemotherapy,docetaxel,Chemotherapy,PFS,RECIST 1.1,100,100,23,0.81 (90%CI 0.59 to 1.10),,,1.25 (90%CI 0.91 to 1.72),,,98,60,99,54,98,55,99,52,42.4,34,0.78,0.54,1.14,Randomized phase II study of nab-paclitaxel as first-line chemotherapy in patients with HER2-negative metastatic breast cancer.,Cancer science,6.52,2017,Tamura K and Inoue K and Masuda N and Takao S and Kashiwaba M and Tokuda Y and Iwata H and Yamamoto N and Aogi K and Saeki T and Nakayama T and Sato N and Toyama T and Ishida T and Arioka H and Saito M and Ohno S and Yamauchi H and Yamada K and Watanabe J and Ishiguro H and Fujiwara Y,Tamura,https://pubmed.ncbi.nlm.nih.gov/28256066/,28256066,0.154545455,0.245454545,0.648,-0.433864583,0.269911724,0.233759616,0.190878959,0.135003689,0.060489431,1.315789474,0.746254645,2.319988158,1.15608229,0.659658261,2.026088871,0.401462631,0.348579237,1.13814517,0.129399893,0.407023579,0.352496144,0.287817423,0.203529374,0.091063033
536,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT02253459,No name,Breast cancer,Breast cancer,Industry,Beijing Biostar Technologies,2,≥2,≥2,Utidelone plus capecitabine,Chemotherapy,capecitabine,Chemotherapy,PFS,RECIST 1.1,270,135,6.77/4.55,0.67,0.53,0.84,0.46,0.36,0.59,270,107,135,38,270,109,135,29,16.13,12.78,0.63,0.45,0.88,"Utidelone plus capecitabine versus capecitabine alone for heavily pretreated metastatic breast cancer refractory to anthracyclines and taxanes: a multicentre, open-label, superiority, phase 3, randomised controlled trial.",The Lancet. Oncology,54.43,2017,Zhang P and Sun T and Zhang Q and Yuan Z and Jiang Z and Wang XJ and Cui S and Teng Y and Hu XC and Yang J and Pan H and Tong Z and Li H and Yao Q and Wang Y and Yin Y and Sun P and Zheng H and Cheng J and Lu J and Zhang B and Geng C and Liu J and Peng R and Yan M and Zhang S and Huang J and Tang L and Qiu R and Xu B,Zhang,https://pubmed.ncbi.nlm.nih.gov/28209298/,28209298,0.079081633,0.058673469,1.456521739,0.376051223,0.172290686,0.149269259,0.121977632,0.086462557,0.039415209,1.675653859,1.071222047,2.621133369,2.474619833,1.535393478,3.988386954,0.395385541,0.625763642,0.677135872,-0.389883329,0.333778436,0.289161201,0.236263319,0.167411205,0.076101487
544,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01828099,ASCEND-4,Non-small cell lung cancer,Non-small cell lung cancer,Industry,Novartis Pharmaceuticals Corporation.,2,1,1,Ceritinib,Target therapy,Chemotherapy,Chemotherapy,PFS,RECIST 1.1,189,187,19.7?,0.49,0.37,0.64,0.55,0.42,0.73,189,139,187,60,189,137,187,50,NR,26.2,0.73,0.5,1.08,"First-line ceritinib versus platinum-based chemotherapy in advanced ALK-rearranged non-small-cell lung cancer (ASCEND-4): a randomised, open-label, phase 3 study.","Lancet (London, England)",202.73,2017,Soria JC and Tan DSW and Chiari R and Wu YL and Paz-Ares L and Wolf J and Geater SL and Orlov S and Cortinovis D and Yu CJ and Hochmair M and Cortot AB and Tsai CM and Moro-Sibilot D and Campelo RG and McCulloch T and Sen P and Dugan M and Pantano S and Branle F and Massacesi C and de Castro G Jr,Soria,https://pubmed.ncbi.nlm.nih.gov/28126333/,28126333,0.068877551,0.079081633,0.890909091,-0.115512887,0.198560918,0.1719599,0.140406469,0.09928618,0.044415774,5.884333333,3.767777535,9.189868154,7.218846154,4.581162105,11.37522284,1.383186383,1.733178758,0.815134886,-0.204401676,0.324906504,0.281386517,0.229766201,0.162501208,0.072787026
567,Inclusion,Investigator + Central,No PFS,Investigator + Central,Investigator + Central,Unclear,Phase 2,NCT01528163,No name,"Squamous Cell Carcinoma
of the Head andNeck",Head and Neck Cancer,Public,Cliniques Universitaires Saint-Luc,2,2,2,Cabazitaxel,Target therapy,Methotrexate,chemotherapy,PFS,RECIST 1.1,53,48,3.6,NA,NA,NA,NA,NA,NA,53,0,48,1,53,0,48,0,5,3.6,NA,NA,NA,Randomized Phase II Study of Cabazitaxel Versus Methotrexate in Patients With Recurrent and/or Metastatic Squamous Cell Carcinoma of the Head and Neck Previously Treated With Platinum-Based Therapy.,The oncologist,5.84,2016,Machiels JP and Van Maanen A and Vandenbulcke JM and Filleul B and Seront E and Henry S and D'Hondt L and Lonchay C and Holbrechts S and Boegner P and Brohee D and Dequanter D and Louviaux I and Sautois B and Whenham N and Berchem G and Vanderschueren B and Fontaine C and Schmitz S and Gillain A and Schoonjans J and Rottey S,Machiels,https://pubmed.ncbi.nlm.nih.gov/27903924/,27903924,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.447619048,0.014678496,13.65009183,0.914285714,0.017788337,46.9924976,3.47842177,11.9833442,0.489583333,-0.71420059,2.6609067,2.308257698,1.890947575,1.350300657,0.64916498
612,Inclusion,Investigator + Central,Investigator + Central,Investigator,Investigator + Central,Blinding,Phase 2,NCT01185964,No name,soft-tissue sarcoma,Sarcoma,Industry,Eli Lilly and Company.,2,≥1,≥1,Olaratumab and doxorubicin,Target therapy and chemotherapy,doxorubicin,chemotherapy,PFS,RECIST 1.1,66,67,NA,0.672,0.442,1.021,0.67,0.4,1.12,66,12,67,8,66,12,67,5,26.5,14.7,0.46,0.3,0.71,Olaratumab and doxorubicin versus doxorubicin alone for treatment of soft-tissue sarcoma: an open-label phase 1b and randomised phase 2 trial.,"Lancet (London, England)",202.73,2016,Tap WD and Jones RL and Van Tine BA and Chmielowski B and Elias AD and Adkins D and Agulnik M and Cooney MM and Livingston MB and Pennock G and Hameed MR and Shah GD and Qin A and Shahir A and Cronier DM and Ilaria R Jr and Conti I and Cosaert J and Schwartz GK,Tap,https://pubmed.ncbi.nlm.nih.gov/27291997/,27291997,0.147704082,0.183673469,1.002985075,0.002980628,0.338533649,0.294203964,0.241882022,0.174521784,0.089546665,1.638888889,0.622659663,4.313683621,2.755555556,0.912451011,8.321637361,0.941587744,1.890098559,0.594758065,-0.51960057,0.749521106,0.650050902,0.532306737,0.379650826,0.181003258
614,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01865747,METEOR,Renal cell cancer,Renal cell cancer,Industry,Exelixis Inc.,2,≥2,≥2,Cabozantinib,Target therapy,everolimus,Target therapy,PFS,RECIST 1.1,330,328,18.7/18.8,0.54,0.44,0.65,0.52,0.42,0.64,330,78,328,14,330,57,328,11,21.4,16.5,0.66,0.53,0.83,"Cabozantinib versus everolimus in advanced renal cell carcinoma (METEOR): final results from a randomised, open-label, phase 3 trial.",The Lancet. Oncology,54.43,2016,Choueiri TK and Escudier B and Powles T and Tannir NM and Mainwaring PN and Rini BI and Hammers HJ and Donskov F and Roth BJ and Peltola K and Lee JL and Heng DYC and Schmidinger M and Agarwal N and Sternberg CN and McDermott DF and Aftab DT and Hessel C and Scheffold C and Schwab G and Hutson TE and Pal S and Motzer RJ,Choueiri,https://pubmed.ncbi.nlm.nih.gov/27279544/,27279544,0.053571429,0.056122449,1.038461538,0.037740328,0.146472781,0.126910824,0.103722896,0.073556244,0.03364798,6.942176871,3.8383902,12.55573748,6.016983017,3.092983951,11.70522874,2.223813082,2.197001221,1.153763747,0.143029422,0.45461256,0.394144848,0.322533319,0.229576399,0.107923064
631,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Central,Unclear,Phase 2,NCT01323400,PAZOGIST,gastrointestinal stromal tumours,Gastrointestinal stromal tumours,Industry and Public,"GlaxoSmithKline, French National Cancer Institute, EuroSARC (FP7-278742), Centre Léon Bérard.",2,≥2,≥2,Pazopanib plus best supportive care,Target therapy plus best supportive care,best supportive care,best supportive care,PFS,RECIST 1.1,40,41,26.4/28.9,0.59,0.37,0.96,0.7,0.44,1.11,NA,NA,NA,NA,40,32,41,29,17.8,12.9,0.94,0.56,1.56,"Pazopanib plus best supportive care versus best supportive care alone in advanced gastrointestinal stromal tumours resistant to imatinib and sunitinib (PAZOGIST): a randomised, multicentre, open-label phase 2 trial.",The Lancet. Oncology,54.43,2016,Mir O and Cropet C and Toulmonde M and Cesne AL and Molimard M and Bompas E and Cassier P and Ray-Coquard I and Rios M and Adenis A and Italiano A and Bouchﾃｩ O and Chauzit E and Duffaud F and Bertucci F and Isambert N and Gautier J and Blay JY and Pﾃｩrol D,Mir,https://pubmed.ncbi.nlm.nih.gov/27068858/,27068858,0.150510204,0.170918367,0.842857143,-0.170957798,0.338938796,0.293551473,0.239719477,0.169582982,0.076110156,#VALUE!,#VALUE!,#VALUE!,1.655172414,0.593225471,4.618135688,#VALUE!,1.02676281,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
672,Inclusion,Investigator + Central,Central,Investigator + Central,Central,Blinding,Phase 2,JapicCTI-111554,No name,Pancretic cancer,Pancretic cancer,Industry,"Taiho Pharmaceutical Co., Ltd",2,2,2,leucovorin plus S-1 ,Chemotherapy,S-1,Chemotherapy,PFS,RECIST 1.1,71,71,NA,0.73,0.51,1.06,0.56,0.37,0.85,69,16,71,12,69,19,71,14,6.3,6.1,0.82,0.54,1.22,A randomized phase II study of S-1 plus oral leucovorin versus S-1 monotherapy in patients with gemcitabine-refractory advanced pancreatic cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2016,Ueno M and Okusaka T and Omuro Y and Isayama H and Fukutomi A and Ikeda M and Mizuno N and Fukuzawa K and Furukawa M and Iguchi H and Sugimori K and Furuse J and Shimada K and Ioka T and Nakamori S and Baba H and Komatsu Y and Takeuchi M and Hyodo I and Boku N,Ueno,https://pubmed.ncbi.nlm.nih.gov/26681680/,26681680,0.140306122,0.12244898,1.303571429,0.26510775,0.282581058,0.245055349,0.200629492,0.143011407,0.067914048,1.48427673,0.643757275,3.422217498,1.547142857,0.703624735,3.401885839,0.708790873,0.688331914,0.959366307,-0.041482309,0.585879186,0.507530572,0.414632539,0.293688617,0.133113833
679,Inclusion,Investigator + Central,Central,Investigator + Central,Investigator + Central,Unclear,Phase 2,JapicCTI-111635,No name,Gastric cancer,Gastric and gastroesophageal junction cancer,Industry,"Taiho Pharmaceutical Co., Ltd",3,1,1,S-1 plus leucovorin and oxaliplatin,Chemotherapy,S-1 plus cisplatin,Chemotherapy,ORR,RECIST 1.1,47,49,25.9,NA,NA,NA,0.6,0.35,1.02,47,28,48,20,47,31,48,22,18.4,12.6,0.59,0.37,0.93,"S-1 plus leucovorin versus S-1 plus leucovorin and oxaliplatin versus S-1 plus cisplatin in patients with advanced gastric cancer: a randomised, multicentre, open-label, phase 2 trial.",The Lancet. Oncology,54.43,2016,Hironaka S and Sugimoto N and Yamaguchi K and Moriwaki T and Komatsu Y and Nishina T and Tsuji A and Nakajima TE and Gotoh M and Machida N and Bando H and Esaki T and Emi Y and Sekikawa T and Matsumoto S and Takeuchi M and Boku N and Baba H and Hyodo I,Hironaka,https://pubmed.ncbi.nlm.nih.gov/26640036/,26640036,#VALUE!,0.170918367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.063157895,0.910752264,4.673741332,2.289772727,0.999963214,5.24325202,0.959946191,1.082471634,0.901031736,-0.104214799,0.593914387,0.514352281,0.419978855,0.2969953,0.13291119
706,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Blinding,Phase 3,NCT00864253,No name,Melanoma,Melanoma,Industry,Celgene Corporation,2,1,1,nab-Paclitaxel,Chemotherapy,Dacarbazine,Chemotherapy,PFS,RECIST 1.0,264,265,NA,0.845,0.696,1.025,0.792,0.631,0.992,NA,NA,NA,NA,264,39,265,30,12.6,10.5,0.897,0.738,1.089,"A randomized, controlled phase III trial of nab-Paclitaxel versus dacarbazine in chemotherapy-naﾃｯve patients with metastatic melanoma.",Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2015,Hersh EM and Del Vecchio M and Brown MP and Kefford R and Loquai C and Testori A and Bhatia S and Gutzmer R and Conry R and Haydon A and Robert C and Ernst S and Homsi J and Grob JJ and Kendra K and Agarwala SS and Li M and Clawson A and Brachmann C and Karnoub M and Elias I and Renschler MF and Hauschild A,Hersh,https://pubmed.ncbi.nlm.nih.gov/26410620/,26410620,0.083928571,0.092091837,1.066919192,0.064775236,0.151893163,0.131806918,0.108049037,0.077305403,0.037647707,#VALUE!,#VALUE!,#VALUE!,1.357777778,0.815437963,2.2608225,#VALUE!,0.368720545,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
710,Inclusion,Investigator + Central,No PFS,Investigator + Central,Investigator + Central,Blinding,Phase 2B,NCT01514188,No name,Soft-Tissue Sarcoma,Sarcoma,Industry,CytRx Corporation,2,1,1,aldoxorubicin,Chemotherapy,doxorubicin,Chemotherapy,PFS,RECIST 1.1,86,40,13,No HR,No HR,No HR,No HR,No HR,No HR,83,19,40,2,80,20,38,0,15.8,14.3,0.73,0.44,1.2,First-Line Aldoxorubicin vs Doxorubicin in Metastatic or Locally Advanced Unresectable Soft-Tissue Sarcoma: A Phase 2b Randomized Clinical Trial.,JAMA oncology,33.01,2015,Chawla SP and Papai Z and Mukhametshina G and Sankhala K and Vasylyev L and Fedenko A and Khamly K and Ganjoo K and Nagarkar R and Wieland S and Levitt DJ,Chawla,https://pubmed.ncbi.nlm.nih.gov/26378637/,26378637,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,5.640625,1.244417943,25.56749569,25.33333333,1.48634966,431.7811582,6.204866772,109.7690838,0.22265625,-1.502126177,1.639483364,1.459482422,1.253902779,1.007201776,0.753791754
711,Inclusion,Investigator + Central,Investigator + Central,Investigator,Investigator,Blinding,Phase 3,NCT01343277,ET743-SAR-3007,Liposarcoma or Leiomyosarcoma,Liposarcoma or Leiomyosarcoma,Industry,"Janssen Pharmaceuticals, Novartis, Pfizer, Bayer, Threshold Pharmaceuticals, EMD Serono",2,≥2,≥2,Trabectedin,Chemotherapy,Dacarbazine,Chemotherapy,OS,RECIST 1.1,345,173,8.6,0.58,0.43,0.79,0.55,0.4,0.75,345,34,173,12,NA,NA,NA,NA,12.4,12.9,0.87,NA,P=0.37,Efficacy and Safety of Trabectedin or Dacarbazine for Metastatic Liposarcoma or Leiomyosarcoma After Failure of Conventional Chemotherapy: Results of a Phase III Randomized Multicenter Clinical Trial.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2016,Demetri GD and von Mehren M and Jones RL and Hensley ML and Schuetze SM and Staddon A and Milhem M and Elias A and Ganjoo K and Tawbi H and Van Tine BA and Spira A and Dean A and Khokhar NZ and Park YC and Knoblauch RE and Parekh TV and Maki RG and Patel SR,Demetri,https://pubmed.ncbi.nlm.nih.gov/26371143/,26371143,0.091836735,0.089285714,1.054545455,0.053109825,0.223139806,0.193262191,0.157826411,0.111660545,0.050151755,1.466773848,0.739327086,2.909977954,#VALUE!,#VALUE!,#VALUE!,0.553737466,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
733,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01523587,LUX-Lung 8,Squamous cell carcinoma of the lung,Squamous cell carcinoma of the lung,Industry,Boehringer Ingelheim,2,2,2,Afatinib,Target therapy,Erlotinib,Target therapy,PFS,RECIST 1.1,398,397,18.4,0.79,0.68,0.91,0.81,0.69,0.96,398,43,397,16,398,22,397,11,7.9,6.8,0.81,0.69,0.95,Afatinib versus erlotinib as second-line treatment of patients with advanced squamous cell carcinoma of the lung (LUX-Lung 8): an open-label randomised controlled phase 3 trial.,The Lancet. Oncology,54.43,2015,Soria JC and Felip E and Cobo M and Lu S and Syrigos K and Lee KH and Gﾃｶker E and Georgoulias V and Li W and Isla D and Guclu SZ and Morabito A and Min YJ and Ardizzoni A and Gadgeel SM and Wang B and Chand VK and Goss GD,Soria,https://pubmed.ncbi.nlm.nih.gov/26156651/,26156651,0.058673469,0.068877551,0.975308642,-0.025001302,0.112344994,0.097419989,0.079749049,0.056825764,0.026917888,2.884330986,1.595830736,5.213187747,2.053191489,0.981979987,4.292954386,0.922795156,0.844636326,1.404803693,0.339897572,0.482505204,0.419511126,0.345207037,0.249692234,0.129957157
739,Inclusion,Investigator,Central,Investigator + Central,Investigator + Central,Blinding,Phase 2,NCT01401192,No name,Non-small cell lung cancer,Non-small cell lung cancer,Public,Korea Healthcare Technology R&D Project,4?,1,1,Pemetrexed Plus Cisplatin,Chemotherapy,Gemcitabine Plus Cisplatin,Chemotherapy,ORR,RECIST 1.1,162,159,19.1,NA,NA,NA,0.65,0.46,0.91,162,71,159,48,162,63,159,56,27.3,23.7,0.88,0.64,1.23,Pemetrexed Plus Cisplatin Versus Gemcitabine Plus Cisplatin According to Thymidylate Synthase Expression in Nonsquamous Non-Small-Cell Lung Cancer: A Biomarker-Stratified Randomized Phase II Trial.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2015,Sun JM and Ahn JS and Jung SH and Sun J and Ha SY and Han J and Park K and Ahn MJ,Sun,https://pubmed.ncbi.nlm.nih.gov/26124486/,26124486,#VALUE!,0.114795918,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.804258242,1.139786026,2.856104329,1.170454545,0.743693576,1.842107942,0.437836302,0.280207747,1.541502187,0.432757387,0.329326232,0.285208709,0.232878182,0.164682993,0.073695865
741,Inclusion,Investigator + Central,Investigator + Central,Central,Central,Blinding,Phase 2,NCT01704287,KEYNOTE-002,Melanoma,Melanoma,Industry,Merck Sharp & Dohme,3,≥2,≥2,Pembrolizumab 10mg,Immune checkpoint inhibitor,Chemotherapy,Chemotherapy,PFS,RECIST 1.1,181,179,10,0.41,0.32,0.52,0.5,0.39,0.64,NA,NA,NA,NA,181,46,179,8,NA,NA,NA,NA,NA,"Pembrolizumab versus investigator-choice chemotherapy for ipilimumab-refractory melanoma (KEYNOTE-002): a randomised, controlled, phase 2 trial.",The Lancet. Oncology,54.43,2015,Ribas A and Puzanov I and Dummer R and Schadendorf D and Hamid O and Robert C and Hodi FS and Schachter J and Pavlick AC and Lewis KD and Cranmer LD and Blank CU and O'Day SJ and Ascierto PA and Salama AK and Margolin KA and Loquai C and Eigentler TK and Gangadhar TC and Carlino MS and Agarwala SS and Moschos SJ and Sosman JA and Goldinger SM and Shapira-Frommer R and Gonzalez R and Kirkwood JM and Wolchok JD and Eggermont A and Li XN and Zhou W and Zernhelt AM and Lis J and Ebbinghaus S and Kang SP and Daud A,Ribas,https://pubmed.ncbi.nlm.nih.gov/26115796/,26115796,0.051020408,0.06377551,0.82,-0.198450939,0.176935135,0.153235435,0.125124557,0.08849413,0.039639073,#VALUE!,#VALUE!,#VALUE!,7.283333333,3.325440445,15.9518552,#VALUE!,3.221024172,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
745,Inclusion,Investigator + Central,Investigator + Central,Unclear,Central,Blinding,Phase 3,NCT01342965,ENSURE,Non-small cell lung cancer,Non-small cell lung cancer,Industry,F. Hoffmann-La Roche,2,1,1,erlotinib,Target therapy,gemcitabine/cisplatin,Chemotherapy,PFS,RECIST 1.1,110,107,28.9/27.1,0.34,0.22,0.51,0.42,0.27,0.66,NA,NA,NA,NA,110,69,107,36,26.3,25.5,0.91,0.63,1.31,"First-line erlotinib versus gemcitabine/cisplatin in patients with advanced EGFR mutation-positive non-small-cell lung cancer: analyses from the phase III, randomized, open-label, ENSURE study.",Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2015,Wu YL and Zhou C and Liam CK and Wu G and Liu X and Zhong Z and Lu S and Cheng Y and Han B and Chen L and Huang C and Qin S and Zhu Y and Pan H and Liang H and Li E and Jiang G and How SH and Fernando MCL and Zhang Y and Xia F and Zuo Y,Wu,https://pubmed.ncbi.nlm.nih.gov/26105600/,26105600,0.073979592,0.099489796,0.80952381,-0.211309094,0.313041155,0.271185976,0.221560156,0.156958503,0.071229397,#VALUE!,#VALUE!,#VALUE!,3.319105691,1.901698387,5.792959948,#VALUE!,0.992668766,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
754,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Unclear,Phase 2,NCT00739830,No name,Endometrial Carcinoma,Endometrial Carcinoma,Industry,"AstraZeneca, Roche, Immunovaccine, Immunogen",2,≥2,≥2,Ridaforolimus,Target therapy,progestin or chemotherapy,Chemotherapy,PFS,RECIST 1.0,64,66,NA,0.39,0.23,0.66,0.53,0.31,0.9,48,4,47,2,48,0,47,2,10,9.6,1.06,0.7,1.59,Randomized Phase II Trial of Ridaforolimus in Advanced Endometrial Carcinoma.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,50.74,2015,Oza AM and Pignata S and Poveda A and McCormack M and Clamp A and Schwartz B and Cheng J and Li X and Campbell K and Dodion P and Haluska FG,Oza,https://pubmed.ncbi.nlm.nih.gov/26077241/,26077241,0.109693878,0.150510204,0.735849057,-0.306730267,0.38241761,0.331186705,0.270418268,0.191226162,0.085560326,2.045454545,0.35632402,11.74179696,0.236842105,0.010398428,5.394486852,2.904457383,1.373491945,8.636363636,2.155981619,1.827080827,1.620888233,1.384316792,1.097901315,0.79789144
776,Inclusion,Investigator + Central,Investigator + Central,Unclear,No ORR,Unclear,Phase 2,NCT00842712,CERTO,Non-small cell lung cancer,Non-small cell lung cancer,Industry,Merck KGaA,3,1,1,cetuximab plus platinum-based chemotherapy plus cilengitide 2000 mg 1×/week,Target therapy and chemotherapy,cetuximab plus platinum-based chemotherapy,Target therapy and Chemotherapy,PFS,RECIST 1.0 or 1.1,85,84,NA,0.909,0.642,1.286,0.718,0.492,1.048,NA,NA,NA,NA,NA,NA,NA,NA,13.6,9.7,0.813,0.564,1.171,"Cilengitide combined with cetuximab and platinum-based chemotherapy as first-line treatment in advanced non-small-cell lung cancer (NSCLC) patients: results of an open-label, randomized, controlled phase II study (CERTO).",Annals of oncology : official journal of the European Society for Medical Oncology,51.77,2015,Vansteenkiste J and Barlesi F and Waller CF and Bennouna J and Gridelli C and Goekkurt E and Verhoeven D and Szczesna A and Feurer M and Milanowski J and Germonpre P and Lena H and Atanackovic D and Krzakowski M and Hicking C and Straub J and Picard M and Schuette W and O'Byrne K,Vansteenkiste,https://pubmed.ncbi.nlm.nih.gov/25939894/,25939894,0.164285714,0.141836735,1.266016713,0.235875525,0.261947846,0.226988883,0.185556547,0.13167578,0.060533744,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
786,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT01345682,LUX-Head & Neck 1,Head and Neck Cancer,Head and Neck Cancer,Industry,Boehringer Ingelheim,2,2,2,Afatinib,Target therapy,methotrexate,Chemotherapy,PFS,RECIST 1.1,322,161,6.7,0.79,0.64,0.98,0.8,0.65,0.98,322,38,161,7,322,33,161,9,6.8,6,0.96,0.77,1.19,"Afatinib versus methotrexate as second-line treatment in patients with recurrent or metastatic squamous-cell carcinoma of the head and neck progressing on or after platinum-based therapy (LUX-Head & Neck 1): an open-label, randomised phase 3 trial.",The Lancet. Oncology,54.43,2015,Machiels JP and Haddad RI and Fayette J and Licitra LF and Tahara M and Vermorken JB and Clement PM and Gauler T and Cupissol D and Grau JJ and Guigay J and Caponigro F and de Castro G Jr and de Souza Viana L and Keilholz U and Del Campo JM and Cong XJ and Ehrnrooth E and Cohen EE,Machiels,https://pubmed.ncbi.nlm.nih.gov/25892145/,25892145,0.086734694,0.084183673,0.9875,-0.012578782,0.150947139,0.130739014,0.106772379,0.075551255,0.033972238,2.943661972,1.283994023,6.748587337,1.928489043,0.899391908,4.135093896,1.394028906,0.825434181,1.526408451,0.422917558,0.575013793,0.498268958,0.407311978,0.289022733,0.132811952
788,Inclusion,Investigator + Central,Investigator + Central,Investigator + Central,Investigator + Central,Blinding,Phase 3,NCT00785785,ENESTg1,Gastrointestinal stromal tumours,Gastrointestinal stromal tumours,Industry,Novartis Pharmaceuticals,2,1,1,Nilotinib,Target therapy,Imatinib,Target therapy,PFS,RECIST 1.0,324,320,28,1.62,1.24,2.12,1.25,0.92,1.7,324,132,320,150,324,139,320,165,81.8,90,1.85,1.2,2.86,Nilotinib versus imatinib as first-line therapy for patients with unresectable or metastatic gastrointestinal stromal tumours (ENESTg1): a randomised phase 3 trial.,The Lancet. Oncology,54.43,2015,Blay JY and Shen L and Kang YK and Rutkowski P and Qin S and Nosov D and Wan D and Trent J and Srimuninnimit V and Pﾃ｡pai Z and Le Cesne A and Novick S and Taningco L and Mo S and Green S and Reichardt P and Demetri GD,Blay,https://pubmed.ncbi.nlm.nih.gov/25882987/,25882987,0.224489796,0.198979592,1.296,0.259282598,0.207971671,0.180381255,0.147724671,0.105393357,0.050357769,0.779166667,0.57035784,1.064420705,0.705814906,0.51736945,0.962899301,0.126036445,0.113655574,1.103924925,0.098871942,0.224599598,0.194509269,0.158816663,0.112301419,0.050226585
